Date,Matchup,Bookmaker,Team,Moneyline Odds
2023-12-27T12:00:00Z,Oklahoma City Thunder vs New York Knicks,draftkings,Oklahoma City Thunder,-142
2023-12-27T12:00:00Z,Dallas Mavericks vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,150
2023-12-27T12:00:00Z,Dallas Mavericks vs Cleveland Cavaliers,draftkings,Dallas Mavericks,-180
2023-12-28T12:00:00Z,Boston Celtics vs Detroit Pistons,draftkings,Boston Celtics,-1450
2023-12-28T12:00:00Z,Boston Celtics vs Detroit Pistons,draftkings,Detroit Pistons,1100
2023-12-28T12:00:00Z,Chicago Bulls vs Indiana Pacers,draftkings,Chicago Bulls,110
2023-12-28T12:00:00Z,Chicago Bulls vs Indiana Pacers,draftkings,Indiana Pacers,-130
2023-12-28T12:00:00Z,Minnesota Timberwolves vs Dallas Mavericks,draftkings,Dallas Mavericks,310
2023-12-28T12:00:00Z,Minnesota Timberwolves vs Dallas Mavericks,draftkings,Minnesota Timberwolves,-395
2023-12-28T12:00:00Z,New Orleans Pelicans vs Utah Jazz,draftkings,New Orleans Pelicans,-355
2023-12-28T12:00:00Z,New Orleans Pelicans vs Utah Jazz,draftkings,Utah Jazz,280
2023-12-28T12:00:00Z,Denver Nuggets vs Memphis Grizzlies,draftkings,Denver Nuggets,-285
2023-12-28T12:00:00Z,Denver Nuggets vs Memphis Grizzlies,draftkings,Memphis Grizzlies,230
2023-12-28T12:00:00Z,Golden State Warriors vs Miami Heat,draftkings,Golden State Warriors,-148
2023-12-28T12:00:00Z,Golden State Warriors vs Miami Heat,draftkings,Miami Heat,124
2023-12-28T12:00:00Z,Portland Trail Blazers vs San Antonio Spurs,draftkings,Portland Trail Blazers,-185
2023-12-28T12:00:00Z,Portland Trail Blazers vs San Antonio Spurs,draftkings,San Antonio Spurs,154
2023-12-28T12:00:00Z,Los Angeles Lakers vs Charlotte Hornets,draftkings,Charlotte Hornets,575
2023-12-28T12:00:00Z,Los Angeles Lakers vs Charlotte Hornets,draftkings,Los Angeles Lakers,-850
2023-12-29T12:00:00Z,Washington Wizards vs Brooklyn Nets,draftkings,Brooklyn Nets,-238
2023-12-29T12:00:00Z,Washington Wizards vs Brooklyn Nets,draftkings,Washington Wizards,195
2023-12-29T12:00:00Z,Orlando Magic vs New York Knicks,draftkings,New York Knicks,100
2023-12-29T12:00:00Z,Orlando Magic vs New York Knicks,draftkings,Orlando Magic,-120
2023-12-29T12:00:00Z,Boston Celtics vs Toronto Raptors,draftkings,Boston Celtics,-395
2023-12-29T12:00:00Z,Boston Celtics vs Toronto Raptors,draftkings,Toronto Raptors,310
2023-12-29T12:00:00Z,Atlanta Hawks vs Sacramento Kings,draftkings,Atlanta Hawks,-110
2023-12-29T12:00:00Z,Atlanta Hawks vs Sacramento Kings,draftkings,Sacramento Kings,-110
2023-12-29T12:00:00Z,Cleveland Cavaliers vs Milwaukee Bucks,draftkings,Cleveland Cavaliers,190
2023-12-29T12:00:00Z,Cleveland Cavaliers vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-230
2023-12-29T12:00:00Z,Houston Rockets vs Philadelphia 76ers,draftkings,Houston Rockets,-105
2023-12-29T12:00:00Z,Houston Rockets vs Philadelphia 76ers,draftkings,Philadelphia 76ers,-115
2023-12-29T12:00:00Z,Phoenix Suns vs Charlotte Hornets,draftkings,Charlotte Hornets,750
2023-12-29T12:00:00Z,Phoenix Suns vs Charlotte Hornets,draftkings,Phoenix Suns,-1200
2023-12-29T12:00:00Z,Denver Nuggets vs Oklahoma City Thunder,draftkings,Denver Nuggets,-162
2023-12-29T12:00:00Z,Denver Nuggets vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,136
2023-12-29T12:00:00Z,Portland Trail Blazers vs San Antonio Spurs,draftkings,Portland Trail Blazers,-238
2023-12-29T12:00:00Z,Portland Trail Blazers vs San Antonio Spurs,draftkings,San Antonio Spurs,195
2023-12-29T12:00:00Z,Los Angeles Clippers vs Memphis Grizzlies,draftkings,Los Angeles Clippers,-278
2023-12-29T12:00:00Z,Los Angeles Clippers vs Memphis Grizzlies,draftkings,Memphis Grizzlies,225
2023-12-30T12:00:00Z,Utah Jazz vs Miami Heat,draftkings,Miami Heat,-120
2023-12-30T12:00:00Z,Utah Jazz vs Miami Heat,draftkings,Utah Jazz,100
2023-12-30T12:00:00Z,Detroit Pistons vs Toronto Raptors,draftkings,Detroit Pistons,154
2023-12-30T12:00:00Z,Detroit Pistons vs Toronto Raptors,draftkings,Toronto Raptors,-185
2023-12-30T12:00:00Z,Indiana Pacers vs New York Knicks,draftkings,Indiana Pacers,-166
2023-12-30T12:00:00Z,Indiana Pacers vs New York Knicks,draftkings,New York Knicks,140
2023-12-30T12:00:00Z,Chicago Bulls vs Philadelphia 76ers,draftkings,Chicago Bulls,-120
2023-12-30T12:00:00Z,Chicago Bulls vs Philadelphia 76ers,draftkings,Philadelphia 76ers,100
2023-12-30T12:00:00Z,Minnesota Timberwolves vs Los Angeles Lakers,draftkings,Los Angeles Lakers,142
2023-12-30T12:00:00Z,Minnesota Timberwolves vs Los Angeles Lakers,draftkings,Minnesota Timberwolves,-170
2023-12-30T12:00:00Z,Golden State Warriors vs Dallas Mavericks,draftkings,Dallas Mavericks,142
2023-12-30T12:00:00Z,Golden State Warriors vs Dallas Mavericks,draftkings,Golden State Warriors,-170
2023-12-31T12:00:00Z,Washington Wizards vs Atlanta Hawks,draftkings,Atlanta Hawks,-265
2023-12-31T12:00:00Z,Washington Wizards vs Atlanta Hawks,draftkings,Washington Wizards,215
2023-12-31T12:00:00Z,New Orleans Pelicans vs Los Angeles Lakers,draftkings,Los Angeles Lakers,185
2023-12-31T12:00:00Z,New Orleans Pelicans vs Los Angeles Lakers,draftkings,New Orleans Pelicans,-225
2023-12-31T12:00:00Z,San Antonio Spurs vs Boston Celtics,draftkings,Boston Celtics,-900
2023-12-31T12:00:00Z,San Antonio Spurs vs Boston Celtics,draftkings,San Antonio Spurs,600
2023-12-31T12:00:00Z,Oklahoma City Thunder vs Brooklyn Nets,draftkings,Brooklyn Nets,260
2023-12-31T12:00:00Z,Oklahoma City Thunder vs Brooklyn Nets,draftkings,Oklahoma City Thunder,-325
2023-12-31T12:00:00Z,Memphis Grizzlies vs Sacramento Kings,draftkings,Memphis Grizzlies,-125
2023-12-31T12:00:00Z,Memphis Grizzlies vs Sacramento Kings,draftkings,Sacramento Kings,105
2023-12-31T12:00:00Z,Phoenix Suns vs Orlando Magic,draftkings,Orlando Magic,195
2023-12-31T12:00:00Z,Phoenix Suns vs Orlando Magic,draftkings,Phoenix Suns,-238
2024-01-01T12:00:00Z,New York Knicks vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-120
2024-01-01T12:00:00Z,New York Knicks vs Minnesota Timberwolves,draftkings,New York Knicks,100
2024-01-01T12:00:00Z,Toronto Raptors vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,110
2024-01-01T12:00:00Z,Toronto Raptors vs Cleveland Cavaliers,draftkings,Toronto Raptors,-130
2024-01-01T12:00:00Z,Houston Rockets vs Detroit Pistons,draftkings,Detroit Pistons,250
2024-01-01T12:00:00Z,Houston Rockets vs Detroit Pistons,draftkings,Houston Rockets,-310
2024-01-01T12:00:00Z,Milwaukee Bucks vs Indiana Pacers,draftkings,Indiana Pacers,240
2024-01-01T12:00:00Z,Milwaukee Bucks vs Indiana Pacers,draftkings,Milwaukee Bucks,-298
2024-01-01T12:00:00Z,Denver Nuggets vs Charlotte Hornets,draftkings,Charlotte Hornets,800
2024-01-01T12:00:00Z,Denver Nuggets vs Charlotte Hornets,draftkings,Denver Nuggets,-1350
2024-01-01T12:00:00Z,Utah Jazz vs Dallas Mavericks,draftkings,Dallas Mavericks,-148
2024-01-01T12:00:00Z,Utah Jazz vs Dallas Mavericks,draftkings,Utah Jazz,124
2024-01-01T12:00:00Z,Phoenix Suns vs Portland Trail Blazers,draftkings,Phoenix Suns,-600
2024-01-01T12:00:00Z,Phoenix Suns vs Portland Trail Blazers,draftkings,Portland Trail Blazers,440
2024-01-01T12:00:00Z,Los Angeles Clippers vs Miami Heat,draftkings,Los Angeles Clippers,-285
2024-01-01T12:00:00Z,Los Angeles Clippers vs Miami Heat,draftkings,Miami Heat,230
2024-01-02T12:00:00Z,Philadelphia 76ers vs Chicago Bulls,draftkings,Chicago Bulls,410
2024-01-02T12:00:00Z,Philadelphia 76ers vs Chicago Bulls,draftkings,Philadelphia 76ers,-550
2024-01-02T12:00:00Z,Oklahoma City Thunder vs Boston Celtics,draftkings,Boston Celtics,-148
2024-01-02T12:00:00Z,Oklahoma City Thunder vs Boston Celtics,draftkings,Oklahoma City Thunder,124
2024-01-02T12:00:00Z,New Orleans Pelicans vs Brooklyn Nets,draftkings,Brooklyn Nets,210
2024-01-02T12:00:00Z,New Orleans Pelicans vs Brooklyn Nets,draftkings,New Orleans Pelicans,-258
2024-01-02T12:00:00Z,Memphis Grizzlies vs San Antonio Spurs,draftkings,Memphis Grizzlies,-700
2024-01-02T12:00:00Z,Memphis Grizzlies vs San Antonio Spurs,draftkings,San Antonio Spurs,500
2024-01-02T12:00:00Z,Sacramento Kings vs Charlotte Hornets,draftkings,Charlotte Hornets,950
2024-01-02T12:00:00Z,Sacramento Kings vs Charlotte Hornets,draftkings,Sacramento Kings,-1650
2024-01-02T12:00:00Z,Golden State Warriors vs Orlando Magic,draftkings,Golden State Warriors,-155
2024-01-02T12:00:00Z,Golden State Warriors vs Orlando Magic,draftkings,Orlando Magic,130
2024-01-03T12:00:00Z,Cleveland Cavaliers vs Washington Wizards,draftkings,Cleveland Cavaliers,-440
2024-01-03T12:00:00Z,Cleveland Cavaliers vs Washington Wizards,draftkings,Washington Wizards,340
2024-01-03T12:00:00Z,Indiana Pacers vs Milwaukee Bucks,draftkings,Indiana Pacers,130
2024-01-03T12:00:00Z,Indiana Pacers vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-155
2024-01-03T12:00:00Z,Atlanta Hawks vs Oklahoma City Thunder,draftkings,Atlanta Hawks,105
2024-01-03T12:00:00Z,Atlanta Hawks vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-125
2024-01-03T12:00:00Z,Houston Rockets vs Brooklyn Nets,draftkings,Brooklyn Nets,210
2024-01-03T12:00:00Z,Houston Rockets vs Brooklyn Nets,draftkings,Houston Rockets,-258
2024-01-03T12:00:00Z,Memphis Grizzlies vs Toronto Raptors,draftkings,Memphis Grizzlies,-125
2024-01-03T12:00:00Z,Memphis Grizzlies vs Toronto Raptors,draftkings,Toronto Raptors,105
2024-01-03T12:00:00Z,Minnesota Timberwolves vs New Orleans Pelicans,draftkings,Minnesota Timberwolves,-278
2024-01-03T12:00:00Z,Minnesota Timberwolves vs New Orleans Pelicans,draftkings,New Orleans Pelicans,230
2024-01-03T12:00:00Z,New York Knicks vs Chicago Bulls,draftkings,Chicago Bulls,320
2024-01-03T12:00:00Z,New York Knicks vs Chicago Bulls,draftkings,New York Knicks,-410
2024-01-03T12:00:00Z,Dallas Mavericks vs Portland Trail Blazers,draftkings,Dallas Mavericks,-650
2024-01-03T12:00:00Z,Dallas Mavericks vs Portland Trail Blazers,draftkings,Portland Trail Blazers,470
2024-01-03T12:00:00Z,Utah Jazz vs Detroit Pistons,draftkings,Detroit Pistons,300
2024-01-03T12:00:00Z,Utah Jazz vs Detroit Pistons,draftkings,Utah Jazz,-380
2024-01-03T12:00:00Z,Phoenix Suns vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-148
2024-01-03T12:00:00Z,Phoenix Suns vs Los Angeles Clippers,draftkings,Phoenix Suns,124
2024-01-03T12:00:00Z,Los Angeles Lakers vs Miami Heat,draftkings,Los Angeles Lakers,-230
2024-01-03T12:00:00Z,Los Angeles Lakers vs Miami Heat,draftkings,Miami Heat,190
2024-01-03T12:00:00Z,Sacramento Kings vs Orlando Magic,draftkings,Orlando Magic,164
2024-01-03T12:00:00Z,Sacramento Kings vs Orlando Magic,draftkings,Sacramento Kings,-198
2024-01-04T12:00:00Z,San Antonio Spurs vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-455
2024-01-04T12:00:00Z,San Antonio Spurs vs Milwaukee Bucks,draftkings,San Antonio Spurs,350
2024-01-04T12:00:00Z,Golden State Warriors vs Denver Nuggets,draftkings,Denver Nuggets,-148
2024-01-04T12:00:00Z,Golden State Warriors vs Denver Nuggets,draftkings,Golden State Warriors,124
2024-01-05T12:00:00Z,Indiana Pacers vs Atlanta Hawks,draftkings,Atlanta Hawks,145
2024-01-05T12:00:00Z,Indiana Pacers vs Atlanta Hawks,draftkings,Indiana Pacers,-175
2024-01-05T12:00:00Z,Boston Celtics vs Utah Jazz,draftkings,Boston Celtics,-1100
2024-01-05T12:00:00Z,Boston Celtics vs Utah Jazz,draftkings,Utah Jazz,700
2024-01-05T12:00:00Z,Brooklyn Nets vs Oklahoma City Thunder,draftkings,Brooklyn Nets,180
2024-01-05T12:00:00Z,Brooklyn Nets vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-218
2024-01-05T12:00:00Z,Cleveland Cavaliers vs Washington Wizards,draftkings,Cleveland Cavaliers,-500
2024-01-05T12:00:00Z,Cleveland Cavaliers vs Washington Wizards,draftkings,Washington Wizards,380
2024-01-05T12:00:00Z,Philadelphia 76ers vs New York Knicks,draftkings,New York Knicks,205
2024-01-05T12:00:00Z,Philadelphia 76ers vs New York Knicks,draftkings,Philadelphia 76ers,-250
2024-01-05T12:00:00Z,Chicago Bulls vs Charlotte Hornets,draftkings,Charlotte Hornets,285
2024-01-05T12:00:00Z,Chicago Bulls vs Charlotte Hornets,draftkings,Chicago Bulls,-360
2024-01-05T12:00:00Z,Houston Rockets vs Minnesota Timberwolves,draftkings,Houston Rockets,145
2024-01-05T12:00:00Z,Houston Rockets vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-175
2024-01-05T12:00:00Z,New Orleans Pelicans vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-110
2024-01-05T12:00:00Z,New Orleans Pelicans vs Los Angeles Clippers,draftkings,New Orleans Pelicans,-110
2024-01-05T12:00:00Z,Dallas Mavericks vs Portland Trail Blazers,draftkings,Dallas Mavericks,-550
2024-01-05T12:00:00Z,Dallas Mavericks vs Portland Trail Blazers,draftkings,Portland Trail Blazers,410
2024-01-05T12:00:00Z,Denver Nuggets vs Orlando Magic,draftkings,Denver Nuggets,-550
2024-01-05T12:00:00Z,Denver Nuggets vs Orlando Magic,draftkings,Orlando Magic,410
2024-01-05T12:00:00Z,Phoenix Suns vs Miami Heat,draftkings,Miami Heat,136
2024-01-05T12:00:00Z,Phoenix Suns vs Miami Heat,draftkings,Phoenix Suns,-162
2024-01-05T12:00:00Z,Golden State Warriors vs Detroit Pistons,draftkings,Detroit Pistons,330
2024-01-05T12:00:00Z,Golden State Warriors vs Detroit Pistons,draftkings,Golden State Warriors,-425
2024-01-05T12:00:00Z,Los Angeles Lakers vs Memphis Grizzlies,draftkings,Los Angeles Lakers,-192
2024-01-05T12:00:00Z,Los Angeles Lakers vs Memphis Grizzlies,draftkings,Memphis Grizzlies,160
2024-01-05T12:00:00Z,Sacramento Kings vs Toronto Raptors,draftkings,Sacramento Kings,-205
2024-01-05T12:00:00Z,Sacramento Kings vs Toronto Raptors,draftkings,Toronto Raptors,170
2024-01-06T12:00:00Z,Indiana Pacers vs Boston Celtics,draftkings,Boston Celtics,-205
2024-01-06T12:00:00Z,Indiana Pacers vs Boston Celtics,draftkings,Indiana Pacers,170
2024-01-06T12:00:00Z,Washington Wizards vs New York Knicks,draftkings,New York Knicks,-355
2024-01-06T12:00:00Z,Washington Wizards vs New York Knicks,draftkings,Washington Wizards,280
2024-01-06T12:00:00Z,Philadelphia 76ers vs Utah Jazz,draftkings,Philadelphia 76ers,-750
2024-01-06T12:00:00Z,Philadelphia 76ers vs Utah Jazz,draftkings,Utah Jazz,525
2024-01-06T12:00:00Z,Houston Rockets vs Milwaukee Bucks,draftkings,Houston Rockets,190
2024-01-06T12:00:00Z,Houston Rockets vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-230
2024-01-07T12:00:00Z,Cleveland Cavaliers vs San Antonio Spurs,draftkings,Cleveland Cavaliers,-500
2024-01-07T12:00:00Z,Cleveland Cavaliers vs San Antonio Spurs,draftkings,San Antonio Spurs,380
2024-01-07T12:00:00Z,Brooklyn Nets vs Portland Trail Blazers,draftkings,Brooklyn Nets,-340
2024-01-07T12:00:00Z,Brooklyn Nets vs Portland Trail Blazers,draftkings,Portland Trail Blazers,270
2024-01-07T12:00:00Z,Orlando Magic vs Atlanta Hawks,draftkings,Atlanta Hawks,-130
2024-01-07T12:00:00Z,Orlando Magic vs Atlanta Hawks,draftkings,Orlando Magic,110
2024-01-07T12:00:00Z,Sacramento Kings vs New Orleans Pelicans,draftkings,New Orleans Pelicans,124
2024-01-07T12:00:00Z,Sacramento Kings vs New Orleans Pelicans,draftkings,Sacramento Kings,-148
2024-01-07T12:00:00Z,Dallas Mavericks vs Minnesota Timberwolves,draftkings,Dallas Mavericks,114
2024-01-07T12:00:00Z,Dallas Mavericks vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-135
2024-01-07T12:00:00Z,Denver Nuggets vs Detroit Pistons,draftkings,Denver Nuggets,-1800
2024-01-07T12:00:00Z,Denver Nuggets vs Detroit Pistons,draftkings,Detroit Pistons,1000
2024-01-07T12:00:00Z,Phoenix Suns vs Memphis Grizzlies,draftkings,Memphis Grizzlies,145
2024-01-07T12:00:00Z,Phoenix Suns vs Memphis Grizzlies,draftkings,Phoenix Suns,-175
2024-01-07T12:00:00Z,Golden State Warriors vs Toronto Raptors,draftkings,Golden State Warriors,-135
2024-01-07T12:00:00Z,Golden State Warriors vs Toronto Raptors,draftkings,Toronto Raptors,114
2024-01-07T12:00:00Z,Los Angeles Lakers vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-175
2024-01-07T12:00:00Z,Los Angeles Lakers vs Los Angeles Clippers,draftkings,Los Angeles Lakers,145
2024-01-08T12:00:00Z,Indiana Pacers vs Boston Celtics,draftkings,Boston Celtics,-166
2024-01-08T12:00:00Z,Indiana Pacers vs Boston Celtics,draftkings,Indiana Pacers,140
2024-01-08T12:00:00Z,Charlotte Hornets vs Chicago Bulls,draftkings,Charlotte Hornets,200
2024-01-08T12:00:00Z,Charlotte Hornets vs Chicago Bulls,draftkings,Chicago Bulls,-245
2024-01-08T12:00:00Z,Washington Wizards vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-675
2024-01-08T12:00:00Z,Washington Wizards vs Oklahoma City Thunder,draftkings,Washington Wizards,490
2024-01-08T12:00:00Z,Miami Heat vs Houston Rockets,draftkings,Houston Rockets,160
2024-01-08T12:00:00Z,Miami Heat vs Houston Rockets,draftkings,Miami Heat,-192
2024-01-08T12:00:00Z,Milwaukee Bucks vs Utah Jazz,draftkings,Milwaukee Bucks,-470
2024-01-08T12:00:00Z,Milwaukee Bucks vs Utah Jazz,draftkings,Utah Jazz,360
2024-01-08T12:00:00Z,Los Angeles Clippers vs Phoenix Suns,draftkings,Los Angeles Clippers,-225
2024-01-08T12:00:00Z,Los Angeles Clippers vs Phoenix Suns,draftkings,Phoenix Suns,185
2024-01-09T12:00:00Z,Detroit Pistons vs Sacramento Kings,draftkings,Detroit Pistons,425
2024-01-09T12:00:00Z,Detroit Pistons vs Sacramento Kings,draftkings,Sacramento Kings,-575
2024-01-09T12:00:00Z,Orlando Magic vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-198
2024-01-09T12:00:00Z,Orlando Magic vs Minnesota Timberwolves,draftkings,Orlando Magic,164
2024-01-09T12:00:00Z,New York Knicks vs Portland Trail Blazers,draftkings,New York Knicks,-625
2024-01-09T12:00:00Z,New York Knicks vs Portland Trail Blazers,draftkings,Portland Trail Blazers,455
2024-01-09T12:00:00Z,Dallas Mavericks vs Memphis Grizzlies,draftkings,Dallas Mavericks,-380
2024-01-09T12:00:00Z,Dallas Mavericks vs Memphis Grizzlies,draftkings,Memphis Grizzlies,300
2024-01-09T12:00:00Z,Los Angeles Lakers vs Toronto Raptors,draftkings,Los Angeles Lakers,-198
2024-01-09T12:00:00Z,Los Angeles Lakers vs Toronto Raptors,draftkings,Toronto Raptors,164
2024-01-10T12:00:00Z,Boston Celtics vs Minnesota Timberwolves,draftkings,Boston Celtics,-270
2024-01-10T12:00:00Z,Boston Celtics vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,220
2024-01-10T12:00:00Z,Charlotte Hornets vs Sacramento Kings,draftkings,Charlotte Hornets,220
2024-01-10T12:00:00Z,Charlotte Hornets vs Sacramento Kings,draftkings,Sacramento Kings,-270
2024-01-10T12:00:00Z,Detroit Pistons vs San Antonio Spurs,draftkings,Detroit Pistons,140
2024-01-10T12:00:00Z,Detroit Pistons vs San Antonio Spurs,draftkings,San Antonio Spurs,-166
2024-01-10T12:00:00Z,Indiana Pacers vs Washington Wizards,draftkings,Indiana Pacers,-325
2024-01-10T12:00:00Z,Indiana Pacers vs Washington Wizards,draftkings,Washington Wizards,260
2024-01-10T12:00:00Z,Atlanta Hawks vs Philadelphia 76ers,draftkings,Atlanta Hawks,-142
2024-01-10T12:00:00Z,Atlanta Hawks vs Philadelphia 76ers,draftkings,Philadelphia 76ers,120
2024-01-10T12:00:00Z,Miami Heat vs Oklahoma City Thunder,draftkings,Miami Heat,160
2024-01-10T12:00:00Z,Miami Heat vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-192
2024-01-10T12:00:00Z,Chicago Bulls vs Houston Rockets,draftkings,Chicago Bulls,-180
2024-01-10T12:00:00Z,Chicago Bulls vs Houston Rockets,draftkings,Houston Rockets,150
2024-01-10T12:00:00Z,Golden State Warriors vs New Orleans Pelicans,draftkings,Golden State Warriors,-110
2024-01-10T12:00:00Z,Golden State Warriors vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-110
2024-01-10T12:00:00Z,Utah Jazz vs Denver Nuggets,draftkings,Denver Nuggets,-270
2024-01-10T12:00:00Z,Utah Jazz vs Denver Nuggets,draftkings,Utah Jazz,220
2024-01-10T12:00:00Z,Los Angeles Clippers vs Toronto Raptors,draftkings,Los Angeles Clippers,-455
2024-01-10T12:00:00Z,Los Angeles Clippers vs Toronto Raptors,draftkings,Toronto Raptors,350
2024-01-11T12:00:00Z,Cleveland Cavaliers vs Brooklyn Nets,draftkings,Brooklyn Nets,130
2024-01-11T12:00:00Z,Cleveland Cavaliers vs Brooklyn Nets,draftkings,Cleveland Cavaliers,-155
2024-01-11T12:00:00Z,Milwaukee Bucks vs Boston Celtics,draftkings,Boston Celtics,210
2024-01-11T12:00:00Z,Milwaukee Bucks vs Boston Celtics,draftkings,Milwaukee Bucks,-245
2024-01-11T12:00:00Z,Oklahoma City Thunder vs Portland Trail Blazers,draftkings,Oklahoma City Thunder,-950
2024-01-11T12:00:00Z,Oklahoma City Thunder vs Portland Trail Blazers,draftkings,Portland Trail Blazers,625
2024-01-11T12:00:00Z,Dallas Mavericks vs New York Knicks,draftkings,Dallas Mavericks,150
2024-01-11T12:00:00Z,Dallas Mavericks vs New York Knicks,draftkings,New York Knicks,-180
2024-01-11T12:00:00Z,Los Angeles Lakers vs Phoenix Suns,draftkings,Los Angeles Lakers,-110
2024-01-11T12:00:00Z,Los Angeles Lakers vs Phoenix Suns,draftkings,Phoenix Suns,-110
2024-01-12T12:00:00Z,Atlanta Hawks vs Indiana Pacers,draftkings,Atlanta Hawks,-218
2024-01-12T12:00:00Z,Atlanta Hawks vs Indiana Pacers,draftkings,Indiana Pacers,180
2024-01-12T12:00:00Z,Detroit Pistons vs Houston Rockets,draftkings,Detroit Pistons,245
2024-01-12T12:00:00Z,Detroit Pistons vs Houston Rockets,draftkings,Houston Rockets,-305
2024-01-12T12:00:00Z,Philadelphia 76ers vs Sacramento Kings,draftkings,Philadelphia 76ers,-112
2024-01-12T12:00:00Z,Philadelphia 76ers vs Sacramento Kings,draftkings,Sacramento Kings,-108
