Date,Matchup,Bookmaker,Team,Moneyline Odds
2024-01-21T12:00:00Z,Houston Rockets vs Boston Celtics,draftkings,Houston Rockets,380
2024-01-21T12:00:00Z,Phoenix Suns vs Indiana Pacers,draftkings,Indiana Pacers,170
2024-01-21T12:00:00Z,Phoenix Suns vs Indiana Pacers,draftkings,Phoenix Suns,-205
2024-01-21T12:00:00Z,Los Angeles Lakers vs Portland Trail Blazers,draftkings,Los Angeles Lakers,-535
2024-01-21T12:00:00Z,Los Angeles Lakers vs Portland Trail Blazers,draftkings,Portland Trail Blazers,400
2024-01-22T12:00:00Z,Orlando Magic vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-115
2024-01-22T12:00:00Z,Orlando Magic vs Cleveland Cavaliers,draftkings,Orlando Magic,-105
2024-01-22T12:00:00Z,Detroit Pistons vs Milwaukee Bucks,draftkings,Detroit Pistons,550
2024-01-22T12:00:00Z,Detroit Pistons vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-800
2024-01-22T12:00:00Z,Philadelphia 76ers vs San Antonio Spurs,draftkings,Philadelphia 76ers,-1000
2024-01-22T12:00:00Z,Philadelphia 76ers vs San Antonio Spurs,draftkings,San Antonio Spurs,650
2024-01-22T12:00:00Z,Toronto Raptors vs Memphis Grizzlies,draftkings,Memphis Grizzlies,235
2024-01-22T12:00:00Z,Toronto Raptors vs Memphis Grizzlies,draftkings,Toronto Raptors,-290
2024-01-22T12:00:00Z,Minnesota Timberwolves vs Charlotte Hornets,draftkings,Charlotte Hornets,850
2024-01-22T12:00:00Z,Minnesota Timberwolves vs Charlotte Hornets,draftkings,Minnesota Timberwolves,-1450
2024-01-22T12:00:00Z,Dallas Mavericks vs Boston Celtics,draftkings,Boston Celtics,-155
2024-01-22T12:00:00Z,Dallas Mavericks vs Boston Celtics,draftkings,Dallas Mavericks,130
2024-01-22T12:00:00Z,Phoenix Suns vs Chicago Bulls,draftkings,Chicago Bulls,185
2024-01-22T12:00:00Z,Phoenix Suns vs Chicago Bulls,draftkings,Phoenix Suns,-225
2024-01-22T12:00:00Z,Sacramento Kings vs Atlanta Hawks,draftkings,Atlanta Hawks,275
2024-01-22T12:00:00Z,Sacramento Kings vs Atlanta Hawks,draftkings,Sacramento Kings,-345
2024-01-23T12:00:00Z,Indiana Pacers vs Denver Nuggets,draftkings,Denver Nuggets,-166
2024-01-23T12:00:00Z,Indiana Pacers vs Denver Nuggets,draftkings,Indiana Pacers,140
2024-01-23T12:00:00Z,Brooklyn Nets vs New York Knicks,draftkings,Brooklyn Nets,160
2024-01-23T12:00:00Z,Brooklyn Nets vs New York Knicks,draftkings,New York Knicks,-192
2024-01-23T12:00:00Z,New Orleans Pelicans vs Utah Jazz,draftkings,New Orleans Pelicans,-218
2024-01-23T12:00:00Z,New Orleans Pelicans vs Utah Jazz,draftkings,Utah Jazz,180
2024-01-23T12:00:00Z,Oklahoma City Thunder vs Portland Trail Blazers,draftkings,Oklahoma City Thunder,-1050
2024-01-23T12:00:00Z,Oklahoma City Thunder vs Portland Trail Blazers,draftkings,Portland Trail Blazers,675
2024-01-23T12:00:00Z,Los Angeles Clippers vs Los Angeles Lakers,draftkings,Los Angeles Clippers,-325
2024-01-23T12:00:00Z,Los Angeles Clippers vs Los Angeles Lakers,draftkings,Los Angeles Lakers,260
2024-01-24T12:00:00Z,Detroit Pistons vs Charlotte Hornets,draftkings,Charlotte Hornets,124
2024-01-24T12:00:00Z,Detroit Pistons vs Charlotte Hornets,draftkings,Detroit Pistons,-148
2024-01-24T12:00:00Z,Washington Wizards vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-600
2024-01-24T12:00:00Z,Washington Wizards vs Minnesota Timberwolves,draftkings,Washington Wizards,440
2024-01-24T12:00:00Z,Miami Heat vs Memphis Grizzlies,draftkings,Memphis Grizzlies,340
2024-01-24T12:00:00Z,Miami Heat vs Memphis Grizzlies,draftkings,Miami Heat,-440
2024-01-24T12:00:00Z,Milwaukee Bucks vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,215
2024-01-24T12:00:00Z,Milwaukee Bucks vs Cleveland Cavaliers,draftkings,Milwaukee Bucks,-265
2024-01-24T12:00:00Z,Houston Rockets vs Portland Trail Blazers,draftkings,Houston Rockets,-425
2024-01-24T12:00:00Z,Houston Rockets vs Portland Trail Blazers,draftkings,Portland Trail Blazers,330
2024-01-24T12:00:00Z,Dallas Mavericks vs Phoenix Suns,draftkings,Dallas Mavericks,100
2024-01-24T12:00:00Z,Dallas Mavericks vs Phoenix Suns,draftkings,Phoenix Suns,-120
2024-01-24T12:00:00Z,San Antonio Spurs vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-285
2024-01-24T12:00:00Z,San Antonio Spurs vs Oklahoma City Thunder,draftkings,San Antonio Spurs,230
2024-01-24T12:00:00Z,Golden State Warriors vs Atlanta Hawks,draftkings,Atlanta Hawks,240
2024-01-24T12:00:00Z,Golden State Warriors vs Atlanta Hawks,draftkings,Golden State Warriors,-290
2024-01-25T12:00:00Z,Indiana Pacers vs Philadelphia 76ers,draftkings,Indiana Pacers,164
2024-01-25T12:00:00Z,Indiana Pacers vs Philadelphia 76ers,draftkings,Philadelphia 76ers,-198
2024-01-25T12:00:00Z,Washington Wizards vs Utah Jazz,draftkings,Utah Jazz,-305
2024-01-25T12:00:00Z,Washington Wizards vs Utah Jazz,draftkings,Washington Wizards,245
2024-01-25T12:00:00Z,Miami Heat vs Boston Celtics,draftkings,Boston Celtics,-258
2024-01-25T12:00:00Z,Miami Heat vs Boston Celtics,draftkings,Miami Heat,210
2024-01-25T12:00:00Z,Brooklyn Nets vs Minnesota Timberwolves,draftkings,Brooklyn Nets,154
2024-01-25T12:00:00Z,Brooklyn Nets vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-185
2024-01-25T12:00:00Z,New York Knicks vs Denver Nuggets,draftkings,Denver Nuggets,-130
2024-01-25T12:00:00Z,New York Knicks vs Denver Nuggets,draftkings,New York Knicks,110
2024-01-25T12:00:00Z,Golden State Warriors vs Sacramento Kings,draftkings,Golden State Warriors,110
2024-01-25T12:00:00Z,Golden State Warriors vs Sacramento Kings,draftkings,Sacramento Kings,-130
2024-01-25T12:00:00Z,Los Angeles Lakers vs Chicago Bulls,draftkings,Chicago Bulls,154
2024-01-25T12:00:00Z,Los Angeles Lakers vs Chicago Bulls,draftkings,Los Angeles Lakers,-185
2024-01-26T12:00:00Z,Atlanta Hawks vs Dallas Mavericks,draftkings,Atlanta Hawks,110
2024-01-26T12:00:00Z,Atlanta Hawks vs Dallas Mavericks,draftkings,Dallas Mavericks,-130
2024-01-26T12:00:00Z,Charlotte Hornets vs Houston Rockets,draftkings,Charlotte Hornets,180
2024-01-26T12:00:00Z,Charlotte Hornets vs Houston Rockets,draftkings,Houston Rockets,-218
2024-01-26T12:00:00Z,Indiana Pacers vs Phoenix Suns,draftkings,Indiana Pacers,154
2024-01-26T12:00:00Z,Indiana Pacers vs Phoenix Suns,draftkings,Phoenix Suns,-185
2024-01-26T12:00:00Z,Toronto Raptors vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-325
2024-01-26T12:00:00Z,Toronto Raptors vs Los Angeles Clippers,draftkings,Toronto Raptors,260
2024-01-26T12:00:00Z,Milwaukee Bucks vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,180
2024-01-26T12:00:00Z,Milwaukee Bucks vs Cleveland Cavaliers,draftkings,Milwaukee Bucks,-218
2024-01-26T12:00:00Z,Memphis Grizzlies vs Orlando Magic,draftkings,Memphis Grizzlies,170
2024-01-26T12:00:00Z,Memphis Grizzlies vs Orlando Magic,draftkings,Orlando Magic,-205
2024-01-26T12:00:00Z,New Orleans Pelicans vs Oklahoma City Thunder,draftkings,New Orleans Pelicans,-125
2024-01-26T12:00:00Z,New Orleans Pelicans vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,105
2024-01-26T12:00:00Z,San Antonio Spurs vs Portland Trail Blazers,draftkings,Portland Trail Blazers,114
2024-01-26T12:00:00Z,San Antonio Spurs vs Portland Trail Blazers,draftkings,San Antonio Spurs,-135
2024-01-27T12:00:00Z,Detroit Pistons vs Washington Wizards,draftkings,Detroit Pistons,-142
2024-01-27T12:00:00Z,Detroit Pistons vs Washington Wizards,draftkings,Washington Wizards,120
2024-01-27T12:00:00Z,New York Knicks vs Miami Heat,draftkings,Miami Heat,170
2024-01-27T12:00:00Z,New York Knicks vs Miami Heat,draftkings,New York Knicks,-218
2024-01-27T12:00:00Z,Denver Nuggets vs Philadelphia 76ers,draftkings,Denver Nuggets,-198
2024-01-27T12:00:00Z,Denver Nuggets vs Philadelphia 76ers,draftkings,Philadelphia 76ers,164
2024-01-27T12:00:00Z,Brooklyn Nets vs Houston Rockets,draftkings,Brooklyn Nets,-192
2024-01-27T12:00:00Z,Brooklyn Nets vs Houston Rockets,draftkings,Houston Rockets,160
2024-01-27T12:00:00Z,Boston Celtics vs Los Angeles Clippers,draftkings,Boston Celtics,-278
2024-01-27T12:00:00Z,Boston Celtics vs Los Angeles Clippers,draftkings,Los Angeles Clippers,225
2024-01-27T12:00:00Z,Charlotte Hornets vs Utah Jazz,draftkings,Charlotte Hornets,350
2024-01-27T12:00:00Z,Charlotte Hornets vs Utah Jazz,draftkings,Utah Jazz,-455
2024-01-27T12:00:00Z,Milwaukee Bucks vs New Orleans Pelicans,draftkings,Milwaukee Bucks,-205
2024-01-27T12:00:00Z,Milwaukee Bucks vs New Orleans Pelicans,draftkings,New Orleans Pelicans,170
2024-01-27T12:00:00Z,Golden State Warriors vs Los Angeles Lakers,draftkings,Golden State Warriors,-135
2024-01-27T12:00:00Z,Golden State Warriors vs Los Angeles Lakers,draftkings,Los Angeles Lakers,114
2024-01-27T12:00:00Z,San Antonio Spurs vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-470
2024-01-27T12:00:00Z,San Antonio Spurs vs Minnesota Timberwolves,draftkings,San Antonio Spurs,360
2024-01-27T12:00:00Z,Dallas Mavericks vs Sacramento Kings,draftkings,Dallas Mavericks,110
2024-01-27T12:00:00Z,Dallas Mavericks vs Sacramento Kings,draftkings,Sacramento Kings,-130
2024-01-28T12:00:00Z,Detroit Pistons vs Oklahoma City Thunder,draftkings,Detroit Pistons,600
2024-01-28T12:00:00Z,Detroit Pistons vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-900
2024-01-28T12:00:00Z,Indiana Pacers vs Memphis Grizzlies,draftkings,Indiana Pacers,-380
2024-01-28T12:00:00Z,Indiana Pacers vs Memphis Grizzlies,draftkings,Memphis Grizzlies,300
2024-01-28T12:00:00Z,Atlanta Hawks vs Toronto Raptors,draftkings,Atlanta Hawks,-245
2024-01-28T12:00:00Z,Atlanta Hawks vs Toronto Raptors,draftkings,Toronto Raptors,200
2024-01-28T12:00:00Z,Orlando Magic vs Phoenix Suns,draftkings,Orlando Magic,110
2024-01-28T12:00:00Z,Orlando Magic vs Phoenix Suns,draftkings,Phoenix Suns,-130
2024-01-28T12:00:00Z,Portland Trail Blazers vs Chicago Bulls,draftkings,Chicago Bulls,-270
2024-01-28T12:00:00Z,Portland Trail Blazers vs Chicago Bulls,draftkings,Portland Trail Blazers,220
2024-01-29T12:00:00Z,Charlotte Hornets vs New York Knicks,draftkings,Charlotte Hornets,260
2024-01-29T12:00:00Z,Charlotte Hornets vs New York Knicks,draftkings,New York Knicks,-325
2024-01-29T12:00:00Z,Cleveland Cavaliers vs Los Angeles Clippers,draftkings,Cleveland Cavaliers,120
2024-01-29T12:00:00Z,Cleveland Cavaliers vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-142
2024-01-29T12:00:00Z,Boston Celtics vs New Orleans Pelicans,draftkings,Boston Celtics,-325
2024-01-29T12:00:00Z,Boston Celtics vs New Orleans Pelicans,draftkings,New Orleans Pelicans,260
2024-01-29T12:00:00Z,Brooklyn Nets vs Utah Jazz,draftkings,Brooklyn Nets,-115
2024-01-29T12:00:00Z,Brooklyn Nets vs Utah Jazz,draftkings,Utah Jazz,-105
2024-01-29T12:00:00Z,Miami Heat vs Phoenix Suns,draftkings,Miami Heat,-166
2024-01-29T12:00:00Z,Miami Heat vs Phoenix Suns,draftkings,Phoenix Suns,140
2024-01-29T12:00:00Z,Memphis Grizzlies vs Sacramento Kings,draftkings,Memphis Grizzlies,270
2024-01-29T12:00:00Z,Memphis Grizzlies vs Sacramento Kings,draftkings,Sacramento Kings,-340
2024-01-29T12:00:00Z,Houston Rockets vs Los Angeles Lakers,draftkings,Houston Rockets,-105
2024-01-29T12:00:00Z,Houston Rockets vs Los Angeles Lakers,draftkings,Los Angeles Lakers,-115
2024-01-29T12:00:00Z,Oklahoma City Thunder vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,110
2024-01-29T12:00:00Z,Oklahoma City Thunder vs Minnesota Timberwolves,draftkings,Oklahoma City Thunder,-130
2024-01-29T12:00:00Z,San Antonio Spurs vs Washington Wizards,draftkings,San Antonio Spurs,-180
2024-01-29T12:00:00Z,San Antonio Spurs vs Washington Wizards,draftkings,Washington Wizards,150
2024-01-29T12:00:00Z,Dallas Mavericks vs Orlando Magic,draftkings,Dallas Mavericks,-218
2024-01-29T12:00:00Z,Dallas Mavericks vs Orlando Magic,draftkings,Orlando Magic,170
2024-01-29T12:00:00Z,Denver Nuggets vs Milwaukee Bucks,draftkings,Denver Nuggets,-175
2024-01-29T12:00:00Z,Denver Nuggets vs Milwaukee Bucks,draftkings,Milwaukee Bucks,145
2024-01-29T12:00:00Z,Portland Trail Blazers vs Philadelphia 76ers,draftkings,Philadelphia 76ers,-395
2024-01-29T12:00:00Z,Portland Trail Blazers vs Philadelphia 76ers,draftkings,Portland Trail Blazers,310
2024-01-30T12:00:00Z,Boston Celtics vs Indiana Pacers,draftkings,Boston Celtics,-270
2024-01-30T12:00:00Z,Boston Celtics vs Indiana Pacers,draftkings,Indiana Pacers,220
2024-01-30T12:00:00Z,Atlanta Hawks vs Los Angeles Lakers,draftkings,Atlanta Hawks,-192
2024-01-30T12:00:00Z,Atlanta Hawks vs Los Angeles Lakers,draftkings,Los Angeles Lakers,160
2024-01-30T12:00:00Z,New York Knicks vs Utah Jazz,draftkings,New York Knicks,-170
2024-01-30T12:00:00Z,New York Knicks vs Utah Jazz,draftkings,Utah Jazz,142
2024-01-30T12:00:00Z,Chicago Bulls vs Toronto Raptors,draftkings,Chicago Bulls,-250
2024-01-30T12:00:00Z,Chicago Bulls vs Toronto Raptors,draftkings,Toronto Raptors,205
2024-01-30T12:00:00Z,Golden State Warriors vs Philadelphia 76ers,draftkings,Golden State Warriors,-185
2024-01-30T12:00:00Z,Golden State Warriors vs Philadelphia 76ers,draftkings,Philadelphia 76ers,154
2024-01-31T12:00:00Z,Charlotte Hornets vs Chicago Bulls,draftkings,Charlotte Hornets,136
2024-01-31T12:00:00Z,Charlotte Hornets vs Chicago Bulls,draftkings,Chicago Bulls,-162
2024-01-31T12:00:00Z,Cleveland Cavaliers vs Detroit Pistons,draftkings,Cleveland Cavaliers,-800
2024-01-31T12:00:00Z,Cleveland Cavaliers vs Detroit Pistons,draftkings,Detroit Pistons,550
2024-01-31T12:00:00Z,Washington Wizards vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-700
2024-01-31T12:00:00Z,Washington Wizards vs Los Angeles Clippers,draftkings,Washington Wizards,500
2024-01-31T12:00:00Z,Miami Heat vs Sacramento Kings,draftkings,Miami Heat,-122
2024-01-31T12:00:00Z,Miami Heat vs Sacramento Kings,draftkings,Sacramento Kings,102
2024-01-31T12:00:00Z,Minnesota Timberwolves vs Dallas Mavericks,draftkings,Dallas Mavericks,750
2024-01-31T12:00:00Z,Minnesota Timberwolves vs Dallas Mavericks,draftkings,Minnesota Timberwolves,-1200
2024-01-31T12:00:00Z,Oklahoma City Thunder vs Denver Nuggets,draftkings,Denver Nuggets,-105
2024-01-31T12:00:00Z,Oklahoma City Thunder vs Denver Nuggets,draftkings,Oklahoma City Thunder,-115
2024-01-31T12:00:00Z,Houston Rockets vs New Orleans Pelicans,draftkings,Houston Rockets,114
2024-01-31T12:00:00Z,Houston Rockets vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-135
2024-01-31T12:00:00Z,San Antonio Spurs vs Orlando Magic,draftkings,Orlando Magic,-205
2024-01-31T12:00:00Z,San Antonio Spurs vs Orlando Magic,draftkings,San Antonio Spurs,170
2024-01-31T12:00:00Z,Brooklyn Nets vs Phoenix Suns,draftkings,Brooklyn Nets,130
2024-01-31T12:00:00Z,Brooklyn Nets vs Phoenix Suns,draftkings,Phoenix Suns,-155
2024-01-31T12:00:00Z,Portland Trail Blazers vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-455
2024-01-31T12:00:00Z,Portland Trail Blazers vs Milwaukee Bucks,draftkings,Portland Trail Blazers,350
2024-02-01T12:00:00Z,Boston Celtics vs Los Angeles Lakers,draftkings,Boston Celtics,-575
2024-02-01T12:00:00Z,Boston Celtics vs Los Angeles Lakers,draftkings,Los Angeles Lakers,425
2024-02-01T12:00:00Z,New York Knicks vs Indiana Pacers,draftkings,Indiana Pacers,136
2024-02-01T12:00:00Z,New York Knicks vs Indiana Pacers,draftkings,New York Knicks,-162
2024-02-01T12:00:00Z,Memphis Grizzlies vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-265
2024-02-01T12:00:00Z,Memphis Grizzlies vs Cleveland Cavaliers,draftkings,Memphis Grizzlies,215
2024-02-01T12:00:00Z,Utah Jazz vs Philadelphia 76ers,draftkings,Philadelphia 76ers,154
2024-02-01T12:00:00Z,Utah Jazz vs Philadelphia 76ers,draftkings,Utah Jazz,-185
2024-02-02T12:00:00Z,Detroit Pistons vs Los Angeles Clippers,draftkings,Detroit Pistons,455
2024-02-02T12:00:00Z,Detroit Pistons vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-625
2024-02-02T12:00:00Z,Washington Wizards vs Miami Heat,draftkings,Miami Heat,-355
2024-02-02T12:00:00Z,Washington Wizards vs Miami Heat,draftkings,Washington Wizards,280
2024-02-02T12:00:00Z,Atlanta Hawks vs Phoenix Suns,draftkings,Atlanta Hawks,145
2024-02-02T12:00:00Z,Atlanta Hawks vs Phoenix Suns,draftkings,Phoenix Suns,-175
2024-02-02T12:00:00Z,Indiana Pacers vs Sacramento Kings,draftkings,Indiana Pacers,120
2024-02-02T12:00:00Z,Indiana Pacers vs Sacramento Kings,draftkings,Sacramento Kings,-142
2024-02-02T12:00:00Z,Oklahoma City Thunder vs Charlotte Hornets,draftkings,Charlotte Hornets,850
2024-02-02T12:00:00Z,Oklahoma City Thunder vs Charlotte Hornets,draftkings,Oklahoma City Thunder,-1450
2024-02-02T12:00:00Z,Memphis Grizzlies vs Golden State Warriors,draftkings,Golden State Warriors,-285
2024-02-02T12:00:00Z,Memphis Grizzlies vs Golden State Warriors,draftkings,Memphis Grizzlies,230
2024-02-02T12:00:00Z,Houston Rockets vs Toronto Raptors,draftkings,Houston Rockets,-225
2024-02-02T12:00:00Z,Houston Rockets vs Toronto Raptors,draftkings,Toronto Raptors,185
2024-02-02T12:00:00Z,Minnesota Timberwolves vs Orlando Magic,draftkings,Minnesota Timberwolves,-305
2024-02-02T12:00:00Z,Minnesota Timberwolves vs Orlando Magic,draftkings,Orlando Magic,245
2024-02-02T12:00:00Z,San Antonio Spurs vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-310
2024-02-02T12:00:00Z,San Antonio Spurs vs New Orleans Pelicans,draftkings,San Antonio Spurs,250
2024-02-02T12:00:00Z,Denver Nuggets vs Portland Trail Blazers,draftkings,Denver Nuggets,-700
2024-02-02T12:00:00Z,Denver Nuggets vs Portland Trail Blazers,draftkings,Portland Trail Blazers,500
2024-02-03T12:00:00Z,Philadelphia 76ers vs Brooklyn Nets,draftkings,Brooklyn Nets,145
2024-02-03T12:00:00Z,Philadelphia 76ers vs Brooklyn Nets,draftkings,Philadelphia 76ers,-175
2024-02-03T12:00:00Z,Atlanta Hawks vs Golden State Warriors,draftkings,Atlanta Hawks,-142
2024-02-03T12:00:00Z,Atlanta Hawks vs Golden State Warriors,draftkings,Golden State Warriors,120
2024-02-03T12:00:00Z,Chicago Bulls vs Sacramento Kings,draftkings,Chicago Bulls,-122
2024-02-03T12:00:00Z,Chicago Bulls vs Sacramento Kings,draftkings,Sacramento Kings,102
2024-02-03T12:00:00Z,San Antonio Spurs vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-440
2024-02-03T12:00:00Z,San Antonio Spurs vs Cleveland Cavaliers,draftkings,San Antonio Spurs,340
2024-02-03T12:00:00Z,Dallas Mavericks vs Milwaukee Bucks,draftkings,Dallas Mavericks,154
2024-02-03T12:00:00Z,Dallas Mavericks vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-185
2024-02-03T12:00:00Z,New York Knicks vs Los Angeles Lakers,draftkings,Los Angeles Lakers,160
2024-02-03T12:00:00Z,New York Knicks vs Los Angeles Lakers,draftkings,New York Knicks,-192
2024-02-04T12:00:00Z,Detroit Pistons vs Orlando Magic,draftkings,Detroit Pistons,210
2024-02-04T12:00:00Z,Detroit Pistons vs Orlando Magic,draftkings,Orlando Magic,-258
2024-02-04T12:00:00Z,Washington Wizards vs Phoenix Suns,draftkings,Phoenix Suns,-625
2024-02-04T12:00:00Z,Washington Wizards vs Phoenix Suns,draftkings,Washington Wizards,455
2024-02-04T12:00:00Z,Boston Celtics vs Memphis Grizzlies,draftkings,Boston Celtics,-1450
2024-02-04T12:00:00Z,Boston Celtics vs Memphis Grizzlies,draftkings,Memphis Grizzlies,850
2024-02-04T12:00:00Z,Charlotte Hornets vs Indiana Pacers,draftkings,Charlotte Hornets,340
2024-02-04T12:00:00Z,Charlotte Hornets vs Indiana Pacers,draftkings,Indiana Pacers,-440
2024-02-04T12:00:00Z,Miami Heat vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-170
2024-02-04T12:00:00Z,Miami Heat vs Los Angeles Clippers,draftkings,Miami Heat,142
2024-02-04T12:00:00Z,Minnesota Timberwolves vs Houston Rockets,draftkings,Houston Rockets,225
2024-02-04T12:00:00Z,Minnesota Timberwolves vs Houston Rockets,draftkings,Minnesota Timberwolves,-278
2024-02-04T12:00:00Z,Oklahoma City Thunder vs Toronto Raptors,draftkings,Oklahoma City Thunder,-425
2024-02-04T12:00:00Z,Oklahoma City Thunder vs Toronto Raptors,draftkings,Toronto Raptors,330
2024-02-04T12:00:00Z,Utah Jazz vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-105
2024-02-04T12:00:00Z,Utah Jazz vs Milwaukee Bucks,draftkings,Utah Jazz,-115
2024-02-04T12:00:00Z,Denver Nuggets vs Portland Trail Blazers,draftkings,Denver Nuggets,-900
2024-02-04T12:00:00Z,Denver Nuggets vs Portland Trail Blazers,draftkings,Portland Trail Blazers,600
2024-02-05T12:00:00Z,Charlotte Hornets vs Los Angeles Lakers,draftkings,Charlotte Hornets,425
2024-02-05T12:00:00Z,Charlotte Hornets vs Los Angeles Lakers,draftkings,Los Angeles Lakers,-575
2024-02-05T12:00:00Z,Cleveland Cavaliers vs Sacramento Kings,draftkings,Cleveland Cavaliers,-198
2024-02-05T12:00:00Z,Cleveland Cavaliers vs Sacramento Kings,draftkings,Sacramento Kings,164
2024-02-05T12:00:00Z,Philadelphia 76ers vs Dallas Mavericks,draftkings,Dallas Mavericks,-120
2024-02-05T12:00:00Z,Philadelphia 76ers vs Dallas Mavericks,draftkings,Philadelphia 76ers,100
2024-02-05T12:00:00Z,Atlanta Hawks vs Los Angeles Clippers,draftkings,Atlanta Hawks,124
2024-02-05T12:00:00Z,Atlanta Hawks vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-148
2024-02-05T12:00:00Z,Brooklyn Nets vs Golden State Warriors,draftkings,Brooklyn Nets,-130
2024-02-05T12:00:00Z,Brooklyn Nets vs Golden State Warriors,draftkings,Golden State Warriors,110
2024-02-05T12:00:00Z,New Orleans Pelicans vs Toronto Raptors,draftkings,New Orleans Pelicans,-650
2024-02-05T12:00:00Z,New Orleans Pelicans vs Toronto Raptors,draftkings,Toronto Raptors,470
2024-02-06T12:00:00Z,Indiana Pacers vs Houston Rockets,draftkings,Houston Rockets,230
2024-02-06T12:00:00Z,Indiana Pacers vs Houston Rockets,draftkings,Indiana Pacers,-285
2024-02-06T12:00:00Z,Brooklyn Nets vs Dallas Mavericks,draftkings,Brooklyn Nets,124
2024-02-06T12:00:00Z,Brooklyn Nets vs Dallas Mavericks,draftkings,Dallas Mavericks,-148
2024-02-06T12:00:00Z,New York Knicks vs Memphis Grizzlies,draftkings,Memphis Grizzlies,650
2024-02-06T12:00:00Z,New York Knicks vs Memphis Grizzlies,draftkings,New York Knicks,-1000
2024-02-06T12:00:00Z,Miami Heat vs Orlando Magic,draftkings,Miami Heat,-155
2024-02-06T12:00:00Z,Miami Heat vs Orlando Magic,draftkings,Orlando Magic,130
2024-02-06T12:00:00Z,Chicago Bulls vs Minnesota Timberwolves,draftkings,Chicago Bulls,170
2024-02-06T12:00:00Z,Chicago Bulls vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-205
2024-02-06T12:00:00Z,Utah Jazz vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-155
2024-02-06T12:00:00Z,Utah Jazz vs Oklahoma City Thunder,draftkings,Utah Jazz,130
2024-02-06T12:00:00Z,Phoenix Suns vs Milwaukee Bucks,draftkings,Milwaukee Bucks,142
2024-02-06T12:00:00Z,Phoenix Suns vs Milwaukee Bucks,draftkings,Phoenix Suns,-170
2024-02-07T12:00:00Z,Charlotte Hornets vs Toronto Raptors,draftkings,Charlotte Hornets,225
2024-02-07T12:00:00Z,Charlotte Hornets vs Toronto Raptors,draftkings,Toronto Raptors,-278
2024-02-07T12:00:00Z,Washington Wizards vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-600
2024-02-07T12:00:00Z,Washington Wizards vs Cleveland Cavaliers,draftkings,Washington Wizards,440
2024-02-07T12:00:00Z,Boston Celtics vs Atlanta Hawks,draftkings,Atlanta Hawks,550
2024-02-07T12:00:00Z,Boston Celtics vs Atlanta Hawks,draftkings,Boston Celtics,-800
2024-02-07T12:00:00Z,Philadelphia 76ers vs Golden State Warriors,draftkings,Golden State Warriors,-142
2024-02-07T12:00:00Z,Philadelphia 76ers vs Golden State Warriors,draftkings,Philadelphia 76ers,120
2024-02-07T12:00:00Z,Miami Heat vs San Antonio Spurs,draftkings,Miami Heat,-355
2024-02-07T12:00:00Z,Miami Heat vs San Antonio Spurs,draftkings,San Antonio Spurs,280
2024-02-07T12:00:00Z,Sacramento Kings vs Detroit Pistons,draftkings,Detroit Pistons,550
2024-02-07T12:00:00Z,Sacramento Kings vs Detroit Pistons,draftkings,Sacramento Kings,-800
2024-02-07T12:00:00Z,Los Angeles Clippers vs New Orleans Pelicans,draftkings,Los Angeles Clippers,-285
2024-02-07T12:00:00Z,Los Angeles Clippers vs New Orleans Pelicans,draftkings,New Orleans Pelicans,230
2024-02-08T12:00:00Z,Indiana Pacers vs Golden State Warriors,draftkings,Golden State Warriors,205
2024-02-08T12:00:00Z,Indiana Pacers vs Golden State Warriors,draftkings,Indiana Pacers,-250
2024-02-08T12:00:00Z,Orlando Magic vs San Antonio Spurs,draftkings,Orlando Magic,-550
2024-02-08T12:00:00Z,Orlando Magic vs San Antonio Spurs,draftkings,San Antonio Spurs,410
2024-02-08T12:00:00Z,Brooklyn Nets vs Cleveland Cavaliers,draftkings,Brooklyn Nets,190
2024-02-08T12:00:00Z,Brooklyn Nets vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-230
